window_id,ticker,from_date,to_date,status,http_status,article_count,retrieved_at_utc,raw_file,error_kind
window_393006c30332fac3,AVGO,2026-01-14,2026-01-20,success,200,179,2026-09-14T15:36:10Z,raw/responses/AVGO/2026-01-14_2026-01-20.json,
window_7b097a24cf21c185,AVGO,2026-01-21,2026-01-27,success,200,92,2026-09-14T15:36:11Z,raw/responses/AVGO/2026-01-21_2026-01-27.json,
window_4fce2ee7057e4844,AVGO,2026-01-28,2026-02-03,success,200,138,2026-09-14T15:36:12Z,raw/responses/AVGO/2026-01-28_2026-02-03.json,
window_4ccfb38e58ad3e72,AVGO,2026-02-04,2026-02-10,success,200,192,2026-09-14T15:36:13Z,raw/responses/AVGO/2026-02-04_2026-02-10.json,
window_c0201c120cf2d11f,AVGO,2026-02-11,2026-02-17,success,200,125,2026-09-14T15:36:14Z,raw/responses/AVGO/2026-02-11_2026-02-17.json,
window_e259750c68fa2560,AVGO,2026-02-18,2026-02-24,success,200,120,2026-09-14T15:36:15Z,raw/responses/AVGO/2026-02-18_2026-02-24.json,
window_54d6df2e9f5cd167,AVGO,2026-02-25,2026-03-03,success,200,206,2026-09-14T15:36:17Z,raw/responses/AVGO/2026-02-25_2026-03-03.json,
window_1a48f627da8df550,AVGO,2026-03-04,2026-03-10,success,200,235,2026-09-14T15:36:18Z,raw/responses/AVGO/2026-03-04_2026-03-10.json,
window_4edfc3287b6ac191,AVGO,2026-03-11,2026-03-17,success,200,153,2026-09-14T15:36:19Z,raw/responses/AVGO/2026-03-11_2026-03-17.json,
window_921cfd93f0277f66,AVGO,2026-03-18,2026-03-24,success,200,160,2026-09-14T15:36:20Z,raw/responses/AVGO/2026-03-18_2026-03-24.json,
window_444926de3229f2ae,AVGO,2026-03-25,2026-03-31,success,200,121,2026-09-14T15:36:21Z,raw/responses/AVGO/2026-03-25_2026-03-31.json,
window_67b7682e03c3ec18,AVGO,2026-04-01,2026-04-07,success,200,177,2026-09-14T15:36:22Z,raw/responses/AVGO/2026-04-01_2026-04-07.json,
window_7ce8ce07d6418dcf,AVGO,2026-04-08,2026-04-14,success,200,214,2026-09-14T15:36:23Z,raw/responses/AVGO/2026-04-08_2026-04-14.json,
window_0e2c895aa4a5f97f,AVGO,2026-04-15,2026-04-21,success,200,233,2026-09-14T15:36:24Z,raw/responses/AVGO/2026-04-15_2026-04-21.json,
window_cf5346667d938627,AVGO,2026-04-22,2026-04-28,success,200,203,2026-09-14T15:36:25Z,raw/responses/AVGO/2026-04-22_2026-04-28.json,
window_556a2a3dd989a1c6,AVGO,2026-04-29,2026-05-01,success,200,65,2026-09-14T15:36:27Z,raw/responses/AVGO/2026-04-29_2026-05-01.json,
window_2f3d16a7a0afe7b5,GOOGL,2025-10-01,2025-10-07,success,200,215,2026-09-14T15:40:15Z,raw/responses/GOOGL/2025-10-01_2025-10-07.json,
window_f70fa1b26c91856c,GOOGL,2025-10-08,2025-10-14,success,200,239,2026-09-14T15:40:16Z,raw/responses/GOOGL/2025-10-08_2025-10-14.json,
window_adf8383fb8aa7070,GOOGL,2025-10-15,2025-10-21,success,200,228,2026-09-14T15:40:17Z,raw/responses/GOOGL/2025-10-15_2025-10-21.json,
window_ec90841af6bfcc0c,GOOGL,2025-10-22,2025-10-28,success,200,227,2026-09-14T15:40:18Z,raw/responses/GOOGL/2025-10-22_2025-10-28.json,
window_dda576027fd190a4,GOOGL,2025-10-29,2025-10-30,success,200,172,2026-09-14T15:40:22Z,raw/responses/GOOGL/2025-10-29_2025-10-30.json,
window_37387732c1e35ff2,GOOGL,2025-10-29,2025-11-01,split_potential_truncation,200,240,2026-09-14T15:40:21Z,raw/responses/GOOGL/2025-10-29_2025-11-01.json,
window_8694e8f48795cfe6,GOOGL,2025-10-29,2025-11-04,split_potential_truncation,200,242,2026-09-14T15:40:19Z,raw/responses/GOOGL/2025-10-29_2025-11-04.json,
window_36253d2aaaba93ce,GOOGL,2025-10-31,2025-11-01,success,200,69,2026-09-14T15:40:23Z,raw/responses/GOOGL/2025-10-31_2025-11-01.json,
window_14fb91f40a17aaa9,GOOGL,2025-11-02,2025-11-04,success,200,101,2026-09-14T15:40:24Z,raw/responses/GOOGL/2025-11-02_2025-11-04.json,
window_8baaa77962cf698b,GOOGL,2025-11-05,2025-11-11,success,200,231,2026-09-14T15:40:25Z,raw/responses/GOOGL/2025-11-05_2025-11-11.json,
window_c19124dc15ad861d,GOOGL,2025-11-12,2025-11-15,success,200,231,2026-09-14T15:40:27Z,raw/responses/GOOGL/2025-11-12_2025-11-15.json,
window_e52af6e50019a001,GOOGL,2025-11-12,2025-11-18,split_potential_truncation,200,250,2026-09-14T15:40:26Z,raw/responses/GOOGL/2025-11-12_2025-11-18.json,
window_a51edd0bd6f09fa7,GOOGL,2025-11-16,2025-11-18,success,200,148,2026-09-14T15:40:28Z,raw/responses/GOOGL/2025-11-16_2025-11-18.json,
window_e59edf0f1677dfab,GOOGL,2025-11-19,2025-11-22,success,200,210,2026-09-14T15:40:31Z,raw/responses/GOOGL/2025-11-19_2025-11-22.json,
window_c0ffb6637dee7703,GOOGL,2025-11-19,2025-11-25,split_potential_truncation,200,250,2026-09-14T15:40:29Z,raw/responses/GOOGL/2025-11-19_2025-11-25.json,
window_56d2eb13566abe10,GOOGL,2025-11-23,2025-11-25,success,200,180,2026-09-14T15:40:32Z,raw/responses/GOOGL/2025-11-23_2025-11-25.json,
window_41a868085d5bd012,GOOGL,2025-11-26,2025-11-29,success,200,154,2026-09-14T15:40:34Z,raw/responses/GOOGL/2025-11-26_2025-11-29.json,
window_3e7231466d70c865,GOOGL,2025-11-26,2025-12-02,split_potential_truncation,200,243,2026-09-14T15:40:33Z,raw/responses/GOOGL/2025-11-26_2025-12-02.json,
window_a7d5949c9ca19a14,GOOGL,2025-11-30,2025-12-02,success,200,110,2026-09-14T15:40:35Z,raw/responses/GOOGL/2025-11-30_2025-12-02.json,
window_fdf786f6f7c6e786,GOOGL,2025-12-03,2025-12-06,success,200,215,2026-09-14T15:40:37Z,raw/responses/GOOGL/2025-12-03_2025-12-06.json,
window_e154d34e7507491a,GOOGL,2025-12-03,2025-12-09,split_potential_truncation,200,248,2026-09-14T15:40:36Z,raw/responses/GOOGL/2025-12-03_2025-12-09.json,
window_a7b41b493f00912f,GOOGL,2025-12-07,2025-12-09,success,200,132,2026-09-14T15:40:38Z,raw/responses/GOOGL/2025-12-07_2025-12-09.json,
window_66a7a400d5ec1385,GOOGL,2025-12-10,2025-12-13,success,200,196,2026-09-14T15:40:40Z,raw/responses/GOOGL/2025-12-10_2025-12-13.json,
window_e38b072c9eb970eb,GOOGL,2025-12-10,2025-12-16,split_potential_truncation,200,248,2026-09-14T15:40:39Z,raw/responses/GOOGL/2025-12-10_2025-12-16.json,
window_795f864d95a27bfd,GOOGL,2025-12-14,2025-12-16,success,200,121,2026-09-14T15:40:42Z,raw/responses/GOOGL/2025-12-14_2025-12-16.json,
window_2974609d0c6cf4e2,GOOGL,2025-12-17,2025-12-20,success,200,163,2026-09-14T15:40:44Z,raw/responses/GOOGL/2025-12-17_2025-12-20.json,
window_2a34c8b38b069c47,GOOGL,2025-12-17,2025-12-23,split_potential_truncation,200,246,2026-09-14T15:40:43Z,raw/responses/GOOGL/2025-12-17_2025-12-23.json,
window_9f758b599b455bdb,GOOGL,2025-12-21,2025-12-23,success,200,114,2026-09-14T15:40:45Z,raw/responses/GOOGL/2025-12-21_2025-12-23.json,
window_44e06eb00c27c96d,GOOGL,2025-12-24,2025-12-30,success,200,165,2026-09-14T15:40:46Z,raw/responses/GOOGL/2025-12-24_2025-12-30.json,
window_93bb606e31a89164,GOOGL,2025-12-31,2026-01-06,success,200,220,2026-09-14T15:40:47Z,raw/responses/GOOGL/2025-12-31_2026-01-06.json,
window_84a2453a8aeb4236,GOOGL,2026-01-07,2026-01-13,success,200,232,2026-09-14T15:40:48Z,raw/responses/GOOGL/2026-01-07_2026-01-13.json,
window_527999e3bb04b8d3,GOOGL,2026-01-14,2026-01-15,success,200,147,2026-09-14T15:40:52Z,raw/responses/GOOGL/2026-01-14_2026-01-15.json,
window_031534a98e77110a,GOOGL,2026-01-14,2026-01-17,split_potential_truncation,200,243,2026-09-14T15:40:51Z,raw/responses/GOOGL/2026-01-14_2026-01-17.json,
window_a86e75f11efd77e8,GOOGL,2026-01-14,2026-01-20,split_potential_truncation,200,243,2026-09-14T15:40:49Z,raw/responses/GOOGL/2026-01-14_2026-01-20.json,
window_82e0e57a0c95c493,GOOGL,2026-01-16,2026-01-17,success,200,109,2026-09-14T15:40:53Z,raw/responses/GOOGL/2026-01-16_2026-01-17.json,
window_860a5d6f0e960c43,GOOGL,2026-01-18,2026-01-20,success,200,151,2026-09-14T15:40:54Z,raw/responses/GOOGL/2026-01-18_2026-01-20.json,
window_6f06a9be12784de9,GOOGL,2026-01-21,2026-01-24,success,200,239,2026-09-14T15:40:56Z,raw/responses/GOOGL/2026-01-21_2026-01-24.json,
window_7d6d4e2d9d894cad,GOOGL,2026-01-21,2026-01-27,split_potential_truncation,200,242,2026-09-14T15:40:55Z,raw/responses/GOOGL/2026-01-21_2026-01-27.json,
window_23f0fba6ba207948,GOOGL,2026-01-25,2026-01-27,success,200,171,2026-09-14T15:40:57Z,raw/responses/GOOGL/2026-01-25_2026-01-27.json,
window_37d2ebf9a6c90c40,GOOGL,2026-01-28,2026-01-29,success,200,184,2026-09-14T15:41:00Z,raw/responses/GOOGL/2026-01-28_2026-01-29.json,
window_51c208b5fba0bbd0,GOOGL,2026-01-28,2026-01-31,split_potential_truncation,200,248,2026-09-14T15:40:59Z,raw/responses/GOOGL/2026-01-28_2026-01-31.json,
window_18ae9e0f03a2f459,GOOGL,2026-01-28,2026-02-03,split_potential_truncation,200,249,2026-09-14T15:40:58Z,raw/responses/GOOGL/2026-01-28_2026-02-03.json,
window_c322a84bdcf09b49,GOOGL,2026-01-30,2026-01-31,success,200,104,2026-09-14T15:41:02Z,raw/responses/GOOGL/2026-01-30_2026-01-31.json,
window_e18fc8512f90f08e,GOOGL,2026-02-01,2026-02-02,success,200,169,2026-09-14T15:41:04Z,raw/responses/GOOGL/2026-02-01_2026-02-02.json,
window_16332c6a3ffbb887,GOOGL,2026-02-01,2026-02-03,split_potential_truncation,200,249,2026-09-14T15:41:03Z,raw/responses/GOOGL/2026-02-01_2026-02-03.json,
window_89c28b763dc151f9,GOOGL,2026-02-03,2026-02-03,success,200,125,2026-09-14T15:41:05Z,raw/responses/GOOGL/2026-02-03_2026-02-03.json,
window_b61f5302decdb0e5,GOOGL,2026-02-04,2026-02-04,success,200,163,2026-09-14T15:41:09Z,raw/responses/GOOGL/2026-02-04_2026-02-04.json,
window_2fa083aa63aec1fb,GOOGL,2026-02-04,2026-02-05,split_potential_truncation,200,249,2026-09-14T15:41:08Z,raw/responses/GOOGL/2026-02-04_2026-02-05.json,
window_25511289a7d10593,GOOGL,2026-02-04,2026-02-07,split_potential_truncation,200,249,2026-09-14T15:41:07Z,raw/responses/GOOGL/2026-02-04_2026-02-07.json,
window_5d43d32d540ee370,GOOGL,2026-02-04,2026-02-10,split_potential_truncation,200,241,2026-09-14T15:41:06Z,raw/responses/GOOGL/2026-02-04_2026-02-10.json,
window_daacc6a1c401e39a,GOOGL,2026-02-05,2026-02-05,success,200,194,2026-09-14T15:41:10Z,raw/responses/GOOGL/2026-02-05_2026-02-05.json,
window_60c7473b3aa0d0d5,GOOGL,2026-02-06,2026-02-07,success,200,198,2026-09-14T15:41:11Z,raw/responses/GOOGL/2026-02-06_2026-02-07.json,
window_583476ce4d7f6b58,GOOGL,2026-02-08,2026-02-09,success,200,168,2026-09-14T15:41:14Z,raw/responses/GOOGL/2026-02-08_2026-02-09.json,
window_5db62bada80ac199,GOOGL,2026-02-08,2026-02-10,split_potential_truncation,200,241,2026-09-14T15:41:13Z,raw/responses/GOOGL/2026-02-08_2026-02-10.json,
window_7a8f7350f525f374,GOOGL,2026-02-10,2026-02-10,success,200,143,2026-09-14T15:41:15Z,raw/responses/GOOGL/2026-02-10_2026-02-10.json,
window_162aa3ffb2d083a1,GOOGL,2026-02-11,2026-02-12,success,200,209,2026-09-14T15:41:18Z,raw/responses/GOOGL/2026-02-11_2026-02-12.json,
window_381cf418c061922b,GOOGL,2026-02-11,2026-02-14,split_potential_truncation,200,247,2026-09-14T15:41:17Z,raw/responses/GOOGL/2026-02-11_2026-02-14.json,
window_cc43433b5a719f01,GOOGL,2026-02-11,2026-02-17,split_potential_truncation,200,247,2026-09-14T15:41:16Z,raw/responses/GOOGL/2026-02-11_2026-02-17.json,
window_38db5d1e33c7e8be,GOOGL,2026-02-13,2026-02-14,success,200,134,2026-09-14T15:41:19Z,raw/responses/GOOGL/2026-02-13_2026-02-14.json,
window_120c652d5de95712,GOOGL,2026-02-15,2026-02-17,success,200,194,2026-09-14T15:41:20Z,raw/responses/GOOGL/2026-02-15_2026-02-17.json,
window_da6e6aef843c01b1,GOOGL,2026-02-18,2026-02-19,success,200,217,2026-09-14T15:41:24Z,raw/responses/GOOGL/2026-02-18_2026-02-19.json,
window_71f0464e2eb3d556,GOOGL,2026-02-18,2026-02-21,split_potential_truncation,200,241,2026-09-14T15:41:23Z,raw/responses/GOOGL/2026-02-18_2026-02-21.json,
window_5c9956ee45bd4853,GOOGL,2026-02-18,2026-02-24,split_potential_truncation,200,241,2026-09-14T15:41:21Z,raw/responses/GOOGL/2026-02-18_2026-02-24.json,
window_bb7bdc303280e5bf,GOOGL,2026-02-20,2026-02-21,success,200,104,2026-09-14T15:41:25Z,raw/responses/GOOGL/2026-02-20_2026-02-21.json,
window_bd5427cad1162ada,GOOGL,2026-02-22,2026-02-24,success,200,199,2026-09-14T15:41:26Z,raw/responses/GOOGL/2026-02-22_2026-02-24.json,
window_9bc29d6f12112132,GOOGL,2026-02-25,2026-02-26,success,200,193,2026-09-14T15:41:29Z,raw/responses/GOOGL/2026-02-25_2026-02-26.json,
window_b8a46967abcba500,GOOGL,2026-02-25,2026-02-28,split_potential_truncation,200,244,2026-09-14T15:41:28Z,raw/responses/GOOGL/2026-02-25_2026-02-28.json,
window_5e003d32a6631411,GOOGL,2026-02-25,2026-03-03,split_potential_truncation,200,245,2026-09-14T15:41:27Z,raw/responses/GOOGL/2026-02-25_2026-03-03.json,
window_47dbd2dd6c9dbbe4,GOOGL,2026-02-27,2026-02-28,success,200,121,2026-09-14T15:41:30Z,raw/responses/GOOGL/2026-02-27_2026-02-28.json,
window_2fc059779593b6c9,GOOGL,2026-03-01,2026-03-03,success,200,148,2026-09-14T15:41:31Z,raw/responses/GOOGL/2026-03-01_2026-03-03.json,
window_1f12cb2f408ae800,GOOGL,2026-03-04,2026-03-05,success,200,162,2026-09-14T15:41:35Z,raw/responses/GOOGL/2026-03-04_2026-03-05.json,
window_4ca2e593da6a3af5,GOOGL,2026-03-04,2026-03-07,split_potential_truncation,200,244,2026-09-14T15:41:34Z,raw/responses/GOOGL/2026-03-04_2026-03-07.json,
window_88e2177f841f9d20,GOOGL,2026-03-04,2026-03-10,split_potential_truncation,200,247,2026-09-14T15:41:32Z,raw/responses/GOOGL/2026-03-04_2026-03-10.json,
window_f44f2f9564fc0f75,GOOGL,2026-03-06,2026-03-07,success,200,84,2026-09-14T15:41:36Z,raw/responses/GOOGL/2026-03-06_2026-03-07.json,
window_0bce27da9367a49e,GOOGL,2026-03-08,2026-03-10,success,200,177,2026-09-14T15:41:37Z,raw/responses/GOOGL/2026-03-08_2026-03-10.json,
window_0ac9330ddcc4dda7,GOOGL,2026-03-11,2026-03-14,success,200,212,2026-09-14T15:41:39Z,raw/responses/GOOGL/2026-03-11_2026-03-14.json,
window_b0249a7439d67496,GOOGL,2026-03-11,2026-03-17,split_potential_truncation,200,241,2026-09-14T15:41:38Z,raw/responses/GOOGL/2026-03-11_2026-03-17.json,
window_2db0e9246f4c4a29,GOOGL,2026-03-15,2026-03-17,success,200,153,2026-09-14T15:41:40Z,raw/responses/GOOGL/2026-03-15_2026-03-17.json,
window_189616ce55c64bfb,GOOGL,2026-03-18,2026-03-21,success,200,213,2026-09-14T15:41:42Z,raw/responses/GOOGL/2026-03-18_2026-03-21.json,
window_09cf855caa40d269,GOOGL,2026-03-18,2026-03-24,split_potential_truncation,200,245,2026-09-14T15:41:41Z,raw/responses/GOOGL/2026-03-18_2026-03-24.json,
window_9332c9c327e9e0e1,GOOGL,2026-03-22,2026-03-24,success,200,179,2026-09-14T15:41:44Z,raw/responses/GOOGL/2026-03-22_2026-03-24.json,
window_24f9ddc671e233c8,GOOGL,2026-03-25,2026-03-25,success,200,119,2026-09-14T15:41:48Z,raw/responses/GOOGL/2026-03-25_2026-03-25.json,
window_dd4cb93ed38fc153,GOOGL,2026-03-25,2026-03-26,split_potential_truncation,200,247,2026-09-14T15:41:47Z,raw/responses/GOOGL/2026-03-25_2026-03-26.json,
window_8655a0b2f65976b0,GOOGL,2026-03-25,2026-03-28,split_potential_truncation,200,246,2026-09-14T15:41:46Z,raw/responses/GOOGL/2026-03-25_2026-03-28.json,
window_b0b03ebcc9e04c9f,GOOGL,2026-03-25,2026-03-31,split_potential_truncation,200,242,2026-09-14T15:41:45Z,raw/responses/GOOGL/2026-03-25_2026-03-31.json,
window_667d968c9505434d,GOOGL,2026-03-26,2026-03-26,success,200,134,2026-09-14T15:41:49Z,raw/responses/GOOGL/2026-03-26_2026-03-26.json,
window_d50146ccfbb5ba65,GOOGL,2026-03-27,2026-03-28,success,200,131,2026-09-14T15:41:50Z,raw/responses/GOOGL/2026-03-27_2026-03-28.json,
window_ee7d07b88c014bc2,GOOGL,2026-03-29,2026-03-31,success,200,178,2026-09-14T15:41:51Z,raw/responses/GOOGL/2026-03-29_2026-03-31.json,
window_a18f24b892bc474f,GOOGL,2026-04-01,2026-04-04,success,200,216,2026-09-14T15:41:53Z,raw/responses/GOOGL/2026-04-01_2026-04-04.json,
window_30d365da53b6384d,GOOGL,2026-04-01,2026-04-07,split_potential_truncation,200,242,2026-09-14T15:41:52Z,raw/responses/GOOGL/2026-04-01_2026-04-07.json,
window_60316f164b151787,GOOGL,2026-04-05,2026-04-07,success,200,191,2026-09-14T15:41:55Z,raw/responses/GOOGL/2026-04-05_2026-04-07.json,
window_6dacd4617bfb5014,GOOGL,2026-04-08,2026-04-09,success,200,183,2026-09-14T15:41:58Z,raw/responses/GOOGL/2026-04-08_2026-04-09.json,
window_461d590678fe6aec,GOOGL,2026-04-08,2026-04-11,split_potential_truncation,200,248,2026-09-14T15:41:57Z,raw/responses/GOOGL/2026-04-08_2026-04-11.json,
window_ce84ddbefcfa1473,GOOGL,2026-04-08,2026-04-14,split_potential_truncation,200,247,2026-09-14T15:41:56Z,raw/responses/GOOGL/2026-04-08_2026-04-14.json,
window_407098302a1d187f,GOOGL,2026-04-10,2026-04-11,success,200,124,2026-09-14T15:41:59Z,raw/responses/GOOGL/2026-04-10_2026-04-11.json,
window_b8c9a1b7b3519ad9,GOOGL,2026-04-12,2026-04-14,success,200,224,2026-09-14T15:42:00Z,raw/responses/GOOGL/2026-04-12_2026-04-14.json,
window_9ef37612efb3a116,GOOGL,2026-04-15,2026-04-16,success,200,191,2026-09-14T15:42:03Z,raw/responses/GOOGL/2026-04-15_2026-04-16.json,
window_7b6e8d260215db6b,GOOGL,2026-04-15,2026-04-18,split_potential_truncation,200,245,2026-09-14T15:42:02Z,raw/responses/GOOGL/2026-04-15_2026-04-18.json,
window_0ebd168a5aa691c8,GOOGL,2026-04-15,2026-04-21,split_potential_truncation,200,247,2026-09-14T15:42:01Z,raw/responses/GOOGL/2026-04-15_2026-04-21.json,
window_c0178fcad4da489f,GOOGL,2026-04-17,2026-04-18,success,200,90,2026-09-14T15:42:04Z,raw/responses/GOOGL/2026-04-17_2026-04-18.json,
window_77c921c417deb232,GOOGL,2026-04-19,2026-04-21,success,200,216,2026-09-14T15:42:06Z,raw/responses/GOOGL/2026-04-19_2026-04-21.json,
window_9353adc3cce3280f,GOOGL,2026-04-22,2026-04-23,success,200,215,2026-09-14T15:42:09Z,raw/responses/GOOGL/2026-04-22_2026-04-23.json,
window_022dd63d8eb937f4,GOOGL,2026-04-22,2026-04-25,split_potential_truncation,200,247,2026-09-14T15:42:08Z,raw/responses/GOOGL/2026-04-22_2026-04-25.json,
window_ad8e977ff64c31fd,GOOGL,2026-04-22,2026-04-28,split_potential_truncation,200,246,2026-09-14T15:42:07Z,raw/responses/GOOGL/2026-04-22_2026-04-28.json,
window_2ec0c6c335ff1240,GOOGL,2026-04-24,2026-04-25,success,200,146,2026-09-14T15:42:10Z,raw/responses/GOOGL/2026-04-24_2026-04-25.json,
window_9800af7013499f93,GOOGL,2026-04-26,2026-04-27,success,200,184,2026-09-14T15:42:12Z,raw/responses/GOOGL/2026-04-26_2026-04-27.json,
window_2eae70f3bece936d,GOOGL,2026-04-26,2026-04-28,split_potential_truncation,200,246,2026-09-14T15:42:11Z,raw/responses/GOOGL/2026-04-26_2026-04-28.json,
window_b7e50dcdc6f748c7,GOOGL,2026-04-28,2026-04-28,success,200,132,2026-09-14T15:42:13Z,raw/responses/GOOGL/2026-04-28_2026-04-28.json,
window_2ad4b549384096c8,GOOGL,2026-04-29,2026-04-29,success,200,172,2026-09-14T15:42:17Z,raw/responses/GOOGL/2026-04-29_2026-04-29.json,
window_fb9e2e461e0dc11f,GOOGL,2026-04-29,2026-04-30,split_potential_truncation,200,244,2026-09-14T15:42:16Z,raw/responses/GOOGL/2026-04-29_2026-04-30.json,
window_d16fc17a841e4f56,GOOGL,2026-04-29,2026-05-01,split_potential_truncation,200,249,2026-09-14T15:42:14Z,raw/responses/GOOGL/2026-04-29_2026-05-01.json,
window_4d5d576e56b967d0,GOOGL,2026-04-30,2026-04-30,success,200,214,2026-09-14T15:42:18Z,raw/responses/GOOGL/2026-04-30_2026-04-30.json,
window_7ad4a977f23c2df7,GOOGL,2026-05-01,2026-05-01,success,200,134,2026-09-14T15:42:19Z,raw/responses/GOOGL/2026-05-01_2026-05-01.json,
window_4b05ffaf4c890458,META,2025-10-01,2025-10-07,success,200,205,2026-09-14T15:42:20Z,raw/responses/META/2025-10-01_2025-10-07.json,
window_c2ecbc4b94886e27,META,2025-10-08,2025-10-14,success,200,186,2026-09-14T15:42:21Z,raw/responses/META/2025-10-08_2025-10-14.json,
window_be3ad1fd981adb7f,META,2025-10-15,2025-10-21,success,200,178,2026-09-14T15:42:22Z,raw/responses/META/2025-10-15_2025-10-21.json,
window_1ac5bd6a0cc6f583,META,2025-10-22,2025-10-28,success,200,207,2026-09-14T15:42:23Z,raw/responses/META/2025-10-22_2025-10-28.json,
window_1bd7e1d5fcf6fc80,META,2025-10-29,2025-11-01,success,200,220,2026-09-14T15:42:25Z,raw/responses/META/2025-10-29_2025-11-01.json,
window_a0c0bb98e9bd6f57,META,2025-10-29,2025-11-04,split_potential_truncation,200,243,2026-09-14T15:42:24Z,raw/responses/META/2025-10-29_2025-11-04.json,
window_90251911b901f836,META,2025-11-02,2025-11-04,success,200,89,2026-09-14T15:42:27Z,raw/responses/META/2025-11-02_2025-11-04.json,
window_d92349b02d643a4d,META,2025-11-05,2025-11-11,success,200,207,2026-09-14T15:42:28Z,raw/responses/META/2025-11-05_2025-11-11.json,
window_e4815935df32c0bc,META,2025-11-12,2025-11-18,success,200,237,2026-09-14T15:42:29Z,raw/responses/META/2025-11-12_2025-11-18.json,
window_e3ed54fc7d4d1f25,META,2025-11-19,2025-11-22,success,200,180,2026-09-14T15:42:31Z,raw/responses/META/2025-11-19_2025-11-22.json,
window_8217cd044dd62bcc,META,2025-11-19,2025-11-25,split_potential_truncation,200,246,2026-09-14T15:42:30Z,raw/responses/META/2025-11-19_2025-11-25.json,
window_08779e2a69f7b09e,META,2025-11-23,2025-11-25,success,200,138,2026-09-14T15:42:32Z,raw/responses/META/2025-11-23_2025-11-25.json,
window_5bcce1739b5a5a69,META,2025-11-26,2025-12-02,success,200,222,2026-09-14T15:42:33Z,raw/responses/META/2025-11-26_2025-12-02.json,
window_6c9f93d004af0215,META,2025-12-03,2025-12-06,success,200,176,2026-09-14T15:42:35Z,raw/responses/META/2025-12-03_2025-12-06.json,
window_55a286f05018dcbc,META,2025-12-03,2025-12-09,split_potential_truncation,200,241,2026-09-14T15:42:34Z,raw/responses/META/2025-12-03_2025-12-09.json,
window_7686ad8dc0d06d05,META,2025-12-07,2025-12-09,success,200,100,2026-09-14T15:42:37Z,raw/responses/META/2025-12-07_2025-12-09.json,
window_c58479ff1d9b0bbd,META,2025-12-10,2025-12-16,success,200,224,2026-09-14T15:42:38Z,raw/responses/META/2025-12-10_2025-12-16.json,
window_cde0b34879bb3472,META,2025-12-17,2025-12-23,success,200,183,2026-09-14T15:42:39Z,raw/responses/META/2025-12-17_2025-12-23.json,
window_2699cc0ecee1287d,META,2025-12-24,2025-12-30,success,200,124,2026-09-14T15:42:40Z,raw/responses/META/2025-12-24_2025-12-30.json,
window_9b67d3ca874b9b77,META,2025-12-31,2026-01-06,success,200,152,2026-09-14T15:42:41Z,raw/responses/META/2025-12-31_2026-01-06.json,
window_bfa8fd653d74319b,META,2026-01-07,2026-01-13,success,200,233,2026-09-14T15:42:42Z,raw/responses/META/2026-01-07_2026-01-13.json,
window_0ce2647ae8e1d869,META,2026-01-14,2026-01-17,success,200,185,2026-09-14T15:42:44Z,raw/responses/META/2026-01-14_2026-01-17.json,
window_b6e1525a21e71522,META,2026-01-14,2026-01-20,split_potential_truncation,200,241,2026-09-14T15:42:43Z,raw/responses/META/2026-01-14_2026-01-20.json,
window_af1f43fd9c0bf7ec,META,2026-01-18,2026-01-20,success,200,103,2026-09-14T15:42:45Z,raw/responses/META/2026-01-18_2026-01-20.json,
window_41138799c6cd35eb,META,2026-01-21,2026-01-24,success,200,205,2026-09-14T15:42:48Z,raw/responses/META/2026-01-21_2026-01-24.json,
window_f0429ade38a250f5,META,2026-01-21,2026-01-27,split_potential_truncation,200,244,2026-09-14T15:42:46Z,raw/responses/META/2026-01-21_2026-01-27.json,
window_625913b84e401041,META,2026-01-25,2026-01-27,success,200,212,2026-09-14T15:42:49Z,raw/responses/META/2026-01-25_2026-01-27.json,
window_fe0358435c0ca3e8,META,2026-01-28,2026-01-28,success,200,134,2026-09-14T15:42:53Z,raw/responses/META/2026-01-28_2026-01-28.json,
window_bac19d8dfcb76845,META,2026-01-28,2026-01-29,split_potential_truncation,200,249,2026-09-14T15:42:52Z,raw/responses/META/2026-01-28_2026-01-29.json,
window_b345839b844d470d,META,2026-01-28,2026-01-31,split_potential_truncation,200,248,2026-09-14T15:42:51Z,raw/responses/META/2026-01-28_2026-01-31.json,
window_357dfcf77144bc3e,META,2026-01-28,2026-02-03,split_potential_truncation,200,247,2026-09-14T15:42:50Z,raw/responses/META/2026-01-28_2026-02-03.json,
window_f211270d7994824b,META,2026-01-29,2026-01-29,success,200,166,2026-09-14T15:42:54Z,raw/responses/META/2026-01-29_2026-01-29.json,
window_b70a0472278284e6,META,2026-01-30,2026-01-31,success,200,111,2026-09-14T15:42:55Z,raw/responses/META/2026-01-30_2026-01-31.json,
window_490416015b7342ef,META,2026-02-01,2026-02-03,success,200,160,2026-09-14T15:42:56Z,raw/responses/META/2026-02-01_2026-02-03.json,
window_63bbb1360c8ef08c,META,2026-02-04,2026-02-05,success,200,135,2026-09-14T15:43:00Z,raw/responses/META/2026-02-04_2026-02-05.json,
window_dd111434a6b841f5,META,2026-02-04,2026-02-07,split_potential_truncation,200,243,2026-09-14T15:42:59Z,raw/responses/META/2026-02-04_2026-02-07.json,
window_e7385380791f62ac,META,2026-02-04,2026-02-10,split_potential_truncation,200,242,2026-09-14T15:42:57Z,raw/responses/META/2026-02-04_2026-02-10.json,
